日期,标签,预测值,真实值,误差
4/12/17,0,1219.09,1197.01893561416,22.071064385839918
4/13/17,0,1180.023713,1200.5124548144531,20.48874181445308
4/14/17,1,1185.260057,1203.2151230697632,17.955066069763234
4/15/17,1,1170.36,1205.963828871516,35.60382887151604
4/16/17,1,1186.927413,1208.386445724795,21.45903272479518
4/17/17,1,1205.634875,1211.067094865683,5.43221986568301
4/18/17,0,1176.97,1214.0395722238156,37.06957222381561
4/19/17,0,1217.930088,1216.4365994967375,1.493488503262597
4/20/17,0,1241.686325,1219.5300758501892,22.15624914981072
4/21/17,0,1236.63,1222.9959150789537,13.634084921046451
4/22/17,1,1261.311225,1226.3097854688524,35.001439531147525
4/23/17,1,1257.988113,1230.005761649952,27.98235135004802
4/24/17,0,1240.84,1233.578342987179,7.261657012820933
4/25/17,0,1279.414688,1236.785286955658,42.6294010443421
4/26/17,0,1309.109875,1240.6157341777825,68.49414082221756
4/27/17,0,1288.02,1244.9015960865213,43.11840391347869
4/28/17,0,1331.294429,1248.7468373758793,82.54759162412074
4/29/17,1,1334.979038,1253.2794409730168,81.69959702698316
4/30/17,1,1333.0,1257.800468062605,75.19953193739502
5/1/17,1,1417.172813,1262.2124740119348,154.96033898806513
5/2/17,0,1452.076288,1267.9965464849975,184.07974151500252
5/3/17,0,1447.55,1274.2840708459776,173.2659291540224
5/4/17,0,1508.292125,1280.3942253417674,227.89789965823252
5/5/17,0,1533.335071,1287.4365937598845,245.89847724011543
5/6/17,1,1518.75,1294.7909185006188,223.95908149938123
5/7/17,1,1535.868429,1301.7852327777896,234.08319622221052
5/8/17,0,1640.619225,1308.9568628205654,331.66236217943447
5/9/17,0,1651.1,1317.762974192622,333.3370258073778
5/10/17,0,1762.88625,1326.6083490814003,436.2779009185997
5/11/17,0,1820.990563,1337.1666569570248,483.8239060429753
5/12/17,0,1829.0,1348.522452993079,480.477547006921
5/13/17,1,1771.920013,1359.8397107242863,412.0803022757136
5/14/17,1,1776.3165,1370.0563536049817,406.2601463950182
5/15/17,0,1780.0,1380.1920342796282,399.80796572037184
5/16/17,0,1739.031975,1390.2365983766267,348.7953766233734
5/17/17,0,1807.485063,1399.471432453768,408.013630546232
5/18/17,0,1783.98,1409.668860433045,374.31113956695503
5/19/17,0,1961.520488,1419.3401574283182,542.1803305716817
5/20/17,1,2052.909788,1431.698590890266,621.211197109734
5/21/17,1,2008.84,1445.3286260512173,563.5113739487826
5/22/17,0,2090.662313,1458.0658981882643,632.5964148117355
5/23/17,0,2287.710288,1471.9086616592451,815.8016263407551
5/24/17,0,2256.32,1488.6447659939447,767.6752340060555
5/25/17,0,2387.206286,1504.6538893707907,882.5523966292094
5/26/17,0,2211.976857,1522.474320581326,689.502536418674
5/27/17,1,2279.82,1537.3283512926128,742.4916487073874
5/28/17,1,2192.9808,1553.021383664353,639.9594163356469
5/29/17,1,2275.9307,1567.1590491005468,708.7716508994531
5/30/17,0,2290.02,1582.3701693374917,707.6498306625083
5/31/17,0,2285.933914,1597.5848923204003,688.3490216795999
6/1/17,0,2399.242671,1612.5266064484517,786.7160645515482
6/2/17,0,2409.93,1628.9785583219896,780.9514416780103
6/3/17,1,2525.765158,1645.3659874736104,880.3991705263898
6/4/17,1,2516.173143,1663.2710289881575,852.9021140118425
6/5/17,0,2529.53,1680.7889218756525,848.7410781243477
6/6/17,0,2883.313697,1698.2685484807987,1185.0451485192013
6/7/17,0,2664.920863,1720.7725251611191,944.1483378388807
6/8/17,0,2683.03,1739.7402925891342,943.289707410866
6/9/17,0,2827.4913,1758.7211934846002,1068.7701065154
6/10/17,1,2845.372857,1779.5729882921046,1065.7998687078953
6/11/17,1,2898.63,1800.4100492259618,1098.2199507740384
6/12/17,0,2657.675063,1821.7488925901498,835.9261704098503
6/13/17,0,2748.185086,1839.301703527297,908.883382472703
6/14/17,0,2706.0,1857.9338924039685,848.0661075960315
6/15/17,0,2442.48025,1875.7116300602806,566.7686199397194
6/16/17,0,2464.959814,1889.4639478258318,575.495866174168
6/17/17,1,2477.94,1903.3560019964855,574.5839980035146
6/18/17,1,2507.389252,1917.2497631161132,590.1394888838868
6/19/17,0,2617.210263,1931.379560303129,685.830702696871
6/20/17,0,2600.0,1946.8815742855759,653.1184257144241
6/21/17,0,2671.04325,1961.938411376175,709.1048386238251
6/22/17,0,2727.288013,1977.8000418807096,749.4879711192903
6/23/17,0,2713.48,1994.2459749327131,719.2340250672869
6/24/17,1,2589.164888,2010.2871659584982,578.8777220415016
6/25/17,1,2512.366286,2024.3896963447844,487.97658965521555
6/26/17,0,2502.03,2037.2437179170054,464.78628208299483
6/27/17,0,2517.903114,2049.7884920706383,468.1146219293619
6/28/17,0,2585.349186,2062.390265787887,522.9589202121128
6/29/17,0,2558.3,2075.7570070990664,482.54299290093377
6/30/17,0,2477.641375,2088.582414540856,389.05896045914415
7/1/17,1,2501.191343,2100.1428696250523,401.04847337494766
7/2/17,1,2421.26,2111.875480301855,309.38451969814514
7/3/17,0,2561.225429,2122.3744381183196,438.85099088168045
7/4/17,0,2599.729838,2134.6300290662075,465.0998089337927
7/5/17,0,2598.89,2147.249123319167,451.64087668083266
7/6/17,0,2609.96775,2159.698070780964,450.2696792190359
7/7/17,0,2491.201214,2172.1388120788024,319.06240192119776
7/8/17,1,2502.86,2182.8401624703993,320.01983752960086
7/9/17,1,2536.238938,2193.561302978652,342.6776350213481
7/10/17,0,2366.170143,2204.589587750562,161.58055524943802
7/11/17,0,2327.09,2213.2346417278322,113.8553582721679
7/12/17,0,2385.748571,2221.255240936712,164.49333006328789
7/13/17,0,2354.783417,2229.9424005900973,124.84101640990275
7/14/17,0,2338.49,2238.1147543290176,100.37524567098217
7/15/17,1,2058.9956,2245.9709936425306,186.97539364253043
7/16/17,1,1931.2143,2250.0975295571507,318.88322955715057
7/17/17,0,1910.96,2252.5125914601504,341.5525914601503
7/18/17,0,2320.12225,2254.6284875027122,65.49376249728766
7/19/17,0,2264.7657,2261.9726210074077,2.7930789925922
7/20/17,0,2265.21,2268.514249536891,3.304249536890893
7/21/17,0,2682.195363,2274.978014137411,407.217348862589
7/22/17,1,2807.609857,2286.671285999658,520.9385710003421
7/23/17,1,2825.51,2299.816870971831,525.6931290281691
7/24/17,0,2751.821029,2313.033107142085,438.7879218579151
7/25/17,0,2560.997917,2325.1632434480553,235.8346735519449
7/26/17,0,2564.3,2334.749214297522,229.55078570247815
7/27/17,0,2647.625,2344.261039960602,303.3639600393981
7/28/17,0,2781.636583,2354.7000277712655,426.9365552287345
7/29/17,1,2784.8,2366.6847676240086,418.1152323759916
7/30/17,1,2745.955417,2378.568186822813,367.3872301771871
7/31/17,0,2866.431667,2389.8314356817586,476.6002313182412
8/1/17,0,2862.9,2402.4500143187743,460.4499856812258
8/2/17,0,2693.633983,2414.8788729379094,278.7551100620908
8/3/17,0,2794.117717,2425.087038415623,369.03067858437726
8/4/17,0,2790.0,2436.4047220222,353.5952779777999
8/5/17,1,3218.115017,2447.5410503420226,770.5739666579775
8/6/17,1,3252.562533,2463.753581772754,788.8089512272459
8/7/17,0,3210.2,2480.2013382898485,729.9986617101513
8/8/17,0,3457.374333,2495.952839526706,961.421493473294
8/9/17,0,3357.326317,2514.5058533994065,842.8204636005935
8/10/17,0,3340.28,2531.6516227563498,808.6283772436504
8/11/17,0,3632.506667,2548.403061692151,1084.1036053078492
8/12/17,1,3852.802914,2568.4582110707825,1284.3447029292174
8/13/17,1,3868.52,2590.9164457196985,1277.6035542803015
8/14/17,0,4282.992,2613.3173519245493,1669.674648075451
8/15/17,0,4217.028329,2640.3805853250224,1576.6477436749774
8/16/17,0,4179.97,2666.375299887866,1513.5947001121344
8/17/17,0,4328.725717,2691.6555720458514,1637.0701449541489
8/18/17,0,4130.440067,2718.4103464842,1412.0297205158004
8/19/17,1,4104.71,2742.561143983001,1362.1488560169992
8/20/17,1,4157.958033,2766.1543147347197,1391.8037182652802
8/21/17,0,4043.722,2790.1153983001595,1253.6066016998407
8/22/17,0,3986.28,2812.49765118682,1173.7823488131803
8/23/17,0,4174.95,2833.9780840535414,1340.9719159464585
8/24/17,0,4340.316717,2857.405327115079,1482.9113898849205
8/25/17,0,4331.77,2882.486267994187,1449.2837320058134
8/26/17,1,4360.513317,2907.2062113023367,1453.3071056976632
8/27/17,1,4354.308333,2931.9958655981072,1422.3124674018927
8/28/17,1,4339.05,2956.4559645059844,1382.5940354940158
8/29/17,0,4607.98545,2980.487741302816,1627.497708697184
8/30/17,0,4594.98785,3007.3168845040154,1587.670965495985
8/31/17,0,4582.52,3033.7220558899216,1548.7979441100788
9/1/17,0,4911.740017,3059.7144887037616,1852.0255282962385
9/2/17,1,4580.38748,3089.1384832000886,1491.2489967999118
9/3/17,1,4585.57,3114.5493082617213,1471.0206917382784
9/4/17,0,4344.098317,3139.757454876063,1204.3408621239369
9/5/17,0,4488.72014,3162.0171298308883,1326.703010169112
9/6/17,0,4385.02,3185.6550214857843,1199.364978514216
9/7/17,0,4654.6585,3207.902382519239,1446.7561174807606
9/8/17,0,4310.750183,3232.9017027714426,1077.8484802285575
9/9/17,1,4312.26,3253.857944728087,1058.402055271913
9/10/17,1,4329.955,3274.6168044300434,1055.3381955699565
9/11/17,0,4248.090017,3295.3580201788486,952.7319968211518
9/12/17,0,4198.59,3314.993656364947,883.596343635053
9/13/17,0,3961.271267,3333.8899562377765,627.3813107622236
9/14/17,0,3319.63,3350.0143949895155,30.384394989515386
9/15/17,0,3216.43,3359.0178225164027,142.58782251640287
9/16/17,1,3763.62604,3366.8077949211956,396.81824507880447
9/17/17,1,3746.060783,3380.411388688236,365.6493943117639
9/18/17,0,3678.53,3393.6855840113158,284.84441598868443
9/19/17,0,3943.413333,3406.098508405885,537.3148245941152
9/20/17,0,3977.561667,3421.215734806672,556.3459321933278
9/21/17,0,3894.48,3436.543621932006,457.93637806799416
9/22/17,0,3637.50255,3450.832490338732,186.67005966126817
9/23/17,1,3776.3869,3462.249662613286,314.1372373867139
9/24/17,1,3777.62,3475.018313731744,302.6016862682559
9/25/17,0,3942.555,3487.6696031016836,454.88539689831623
9/26/17,0,3910.307383,3501.9280811168637,408.3793018831361
9/27/17,0,3881.0,3515.7045899814084,365.2954100185916
9/28/17,0,4201.98905,3529.035570458285,672.9534795417153
9/29/17,0,4193.574667,3545.584683623166,647.9899833768341
9/30/17,1,4164.27,3561.882911717026,602.3870882829742
10/1/17,1,4360.722967,3577.7161095964807,783.006857403519
10/2/17,0,4386.88375,3595.429121880232,791.4546281197681
10/3/17,0,4394.07,3613.2399329061377,780.830067093862
10/4/17,0,4225.175,3630.9517541400155,594.2232458599847
10/5/17,0,4338.852,3646.7550859454022,692.0969140545976
10/6/17,0,4318.58,3663.5700839178353,655.0099160821646
10/7/17,1,4376.191667,3680.0147525374655,696.1769144625346
10/8/17,1,4602.280883,3696.8880395955534,905.3928434044469
10/9/17,0,4605.66,3715.899788838885,889.760211161115
10/10/17,0,4782.28,3734.7645255649395,1047.5154744350602
10/11/17,0,4819.485767,3755.2382182464166,1064.2475487535835
10/12/17,0,4822.17,3775.8943154054027,1046.2756845945974
10/13/17,0,5563.806567,3796.3828748590604,1767.4236921409392
10/14/17,1,5739.438733,3824.1323964746152,1915.3063365253847
10/15/17,1,5825.99,3853.3867103298426,1972.6032896701572
10/16/17,0,5711.205867,3883.237995049053,1827.9678719509466
10/17/17,0,5603.71294,3911.6711285103374,1692.041811489663
10/18/17,0,5594.66,3938.774443078334,1655.8855569216657
10/19/17,0,5727.6335,3965.539775264676,1762.093724735324
10/20/17,0,5979.45984,3993.3770145440412,1986.0828254559592
10/21/17,1,5986.44,4023.4480307101812,1962.9919692898184
10/22/17,1,5983.18455,4053.3157079397615,1929.8688420602384
10/23/17,0,5876.079867,4082.8816097449235,1793.198257255077
10/24/17,0,5900.59,4111.130847446537,1789.4591525534634
10/25/17,0,5669.622533,4139.365008788075,1530.2575242119246
10/26/17,0,5893.138417,4165.091716222629,1728.0467007773714
10/27/17,0,5889.82,4192.761541363055,1697.058458636945
10/28/17,1,5776.69695,4220.150919944781,1556.5460300552186
10/29/17,1,6155.43402,4246.199350423677,1909.2346695763226
10/30/17,0,6136.49,4275.673607741355,1860.8163922586446
10/31/17,0,6388.645167,4304.703407821976,2083.941759178024
11/1/17,0,6665.306683,4335.900201310098,2329.4064816899017
11/2/17,0,6751.98,4369.475598733022,2382.5044012669778
11/3/17,0,7197.72006,4403.585838001996,2794.1342219980033
11/4/17,1,7437.543317,4441.652924109907,2995.8903928900927
11/5/17,1,7365.99,4481.673252693436,2884.316747306564
11/6/17,0,6989.071667,4520.667385463174,2468.4042815368266
11/7/17,0,7092.127233,4555.751689688474,2536.3755433115266
11/8/17,0,7128.64,4591.506404423442,2537.133595576558
11/9/17,0,7158.03706,4627.296554366934,2530.7405056330654
11/10/17,0,6719.39785,4663.054693137545,2056.3431568624555
11/11/17,1,6569.22,4694.386352969196,1874.833647030804
11/12/17,1,5716.301583,4724.040298875552,992.2612841244481
11/13/17,0,6550.227533,4745.466422283327,1804.761110716673
11/14/17,0,6493.63,4774.479109890037,1719.1508901099633
11/15/17,0,7301.42992,4802.714990339267,2498.714929660732
11/16/17,0,7815.0307,4838.2043561918745,2976.826343808126
11/17/17,0,7868.77,4878.147519779343,2990.622480220657
11/18/17,1,7817.140383,4918.249958537929,2898.8904244620708
11/19/17,1,8007.654067,4957.538768899555,3050.115298100445
11/20/17,0,8049.72,4998.248863023487,3051.4711369765137
11/21/17,0,8059.8,5039.003560069701,3020.796439930299
11/22/17,0,8268.035,5079.509512918747,3188.5254870812532
11/23/17,0,8236.72,5121.5788021694725,3115.141197830527
11/24/17,0,8250.978333,5163.01260695575,3087.965726044249
11/25/17,1,8707.407267,5204.231616514955,3503.1756504850455
11/26/17,1,8768.8,5249.248530622026,3519.5514693779733
11/27/17,0,9718.29505,5294.44958656957,4423.845463430431
11/28/17,0,9952.50882,5347.851774680701,4604.657045319298
11/29/17,0,9919.0,5402.927878426599,4516.072121573401
11/30/17,0,10147.372,5457.254323753214,4690.117676246786
12/1/17,0,10883.912,5513.187224622539,5370.724775377461
12/2/17,1,10879.88,5575.257620602273,5304.622379397726
12/3/17,1,11332.622,5636.791455208264,5695.8305447917355
12/4/17,0,11584.83,5701.863182935598,5882.966817064402
12/5/17,0,11591.22,5768.654724600528,5822.565275399471
12/6/17,0,13540.98,5834.968528687916,7706.011471312084
12/7/17,0,16501.97167,5918.007123643072,10583.964546356927
12/8/17,0,16860.88,6026.533377971454,10834.346622028548
12/9/17,1,15142.83415,6137.368567592743,9005.465582407258
12/10/17,1,14869.805,6232.230579721128,8637.574420278872
12/11/17,0,15068.95,6323.952284427554,8744.997715572446
12/12/17,0,17276.39333,6416.69713416573,10859.696195834269
12/13/17,0,16808.36667,6527.994528108798,10280.372141891203
12/14/17,0,16252.31,6634.3466628761735,9617.963337123827
12/15/17,0,17771.9,6735.036100753957,11036.863899246044
12/16/17,1,19498.68333,6848.127750085948,12650.555579914053
12/17/17,1,19279.9,6975.29439724381,12304.605602756192
12/18/17,0,18961.85667,7099.59055714733,11862.26611285267
12/19/17,0,17737.11167,7220.1879965432145,10516.923673456784
12/20/17,0,17382.94,7329.32255572362,10053.617444276379
12/21/17,0,16047.51,7434.577306242203,8612.932693757797
12/22/17,1,15190.945,7527.584539781448,7663.360460218551
12/23/17,1,13776.61,7612.554588036999,6164.0554119630015
12/24/17,1,13949.175,7684.807214566859,6264.36778543314
12/25/17,1,14119.02833,7757.969490978565,6361.058839021434
12/26/17,1,13740.94,7832.0095191918535,5908.930480808147
12/27/17,0,15589.32167,7902.275177559177,7687.0464924408225
12/28/17,0,14380.58167,7987.630691925553,6392.9509780744465
12/29/17,1,14214.01,8062.134141545867,6151.875858454133
12/30/17,1,13215.574,8134.664273267697,5080.909726732303
12/31/17,1,14165.575,8198.249106897732,5967.325893102268
1/1/18,1,13796.0,8269.311955256651,5526.688044743349
1/2/18,0,15005.85667,8336.739801190706,6669.116868809293
1/3/18,0,15053.26167,8413.75603859454,6639.50563140546
1/4/18,0,15039.24,8490.583528185538,6548.656471814462
1/5/18,0,17174.12,8566.713030184921,8607.406969815078
1/6/18,1,17319.198,8659.984090966129,8659.213909033871
1/7/18,1,17155.95,8753.758139611715,8402.191860388286
1/8/18,0,15265.90667,8845.482121653236,6420.424548346764
1/9/18,0,14714.25333,8920.933218236842,5793.320111763158
1/10/18,0,14437.42,8991.277438752924,5446.142561247076
1/11/18,0,13296.794,9058.81905274219,4237.97494725781
1/12/18,0,13912.882,9116.503485650697,4796.378514349302
1/13/18,1,13791.19,9178.791155815134,4612.398844184867
1/14/18,1,13852.92,9239.616985998717,4613.303014001283
1/15/18,0,14012.196,9300.48852452649,4711.7074754735095
1/16/18,0,13554.14,9362.19829334734,4191.94170665266
1/17/18,0,11116.94667,9419.729746158326,1697.2169238416736
1/18/18,0,11345.42333,9457.095423093735,1888.3279069062646
1/19/18,0,11174.82,9496.019312667195,1678.800687332805
1/20/18,1,12950.79333,9533.268848872536,3417.5244811274642
1/21/18,1,11505.228,9584.525758383286,1920.7022416167129
1/22/18,0,11513.42,9623.78761499356,1889.63238500644
1/23/18,0,11223.064,9662.815872880747,1560.2481271192537
1/24/18,0,11282.25833,9699.224204058626,1583.0341259413744
1/25/18,0,11392.03,9735.826916449667,1656.2030835503338
1/26/18,0,10969.815,9773.025237063714,1196.789762936287
1/27/18,1,11524.77667,9806.583289558874,1718.1933804411256
1/28/18,1,11431.37,9844.28890768385,1587.0810923161516
1/29/18,0,11212.655,9880.969514076547,1331.6854859234536
1/30/18,0,10184.06167,9915.643604746132,268.4180652538671
1/31/18,0,10082.52,9941.939379629357,140.58062037064337
2/1/18,0,9083.258333,9967.230644805592,883.9723118055917
2/2/18,0,8901.901667,9984.471500823294,1082.5698338232942
2/3/18,1,8852.73,10000.147918690636,1147.4179186906367
2/4/18,1,8400.648333,10015.30841148681,1614.6600784868115
2/5/18,0,6838.816667,10026.809803674261,3187.993136674261
2/6/18,0,6925.46,10026.031196838947,3100.571196838947
2/7/18,0,8099.958333,10025.908735793897,1925.9504027938974
2/8/18,0,8240.536667,10034.88611687858,1794.3494498785803
2/9/18,0,8245.08,10044.869165390828,1799.7891653908282
2/10/18,1,8319.876566,10054.796674822075,1734.9201088220743
2/11/18,1,8343.455,10065.211662616963,1721.7566626169628
2/12/18,0,8068.02,10075.715196175974,2007.6951961759733
2/13/18,0,8597.7675,10084.006443129852,1486.2389431298525
2/14/18,0,9334.633333,10096.286371672186,761.6530386721861
2/15/18,0,9471.64,10114.107752869679,642.4677528696793
2/16/18,0,10127.16167,10132.835105257102,5.673435257102028
2/17/18,1,10841.99167,10156.418794313988,685.5728756860117
2/18/18,1,11085.83,10185.269080684102,900.560919315898
2/19/18,0,11110.965,10215.759222340732,895.2057776592683
2/20/18,0,11390.39167,10246.215215267535,1144.1764547324656
2/21/18,0,11245.98,10278.56378409144,967.416215908559
2/22/18,0,9931.071667,10309.583984383073,378.5123173830725
2/23/18,0,10162.11667,10330.45313447671,168.3364644767098
2/24/18,1,10171.3,10352.902840245033,181.6028402450338
2/25/18,1,9696.593333,10375.25160703079,678.6582740307895
2/26/18,0,10348.60333,10393.868845762914,45.26551576291422
2/27/18,0,10319.46,10417.225830699055,97.7658306990561
2/28/18,0,10370.165,10440.189973030501,70.0249730305004
3/1/18,0,11009.38167,10463.360454822647,546.021215177354
3/2/18,0,10931.12,10491.119248468825,440.0007515311754
3/3/18,1,11326.94833,10518.093565802703,808.8547641972964
